,Laptop Models,Operating System,Screen Size,Screen Resolution,Touchscreen,Processor,Graphics Processor,RAM,Hard Drive Capacity,Weight,Webcam,Fingerprint Scanner,Price
1642,Dell 3511 (D560784WIN9S) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel UHD,8GB,512GB,1.85 Kg,Yes,,"Rs. 51,990"
1643,Asus GX650RMZ-LS019WS ( 32GB 2TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),1920 x 1200 pixels,Yes,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3060,32GB,2TB,2.50 Kg,Yes,,"Rs. 1,81,938"
1644,HP 14-dv1029TU (5D0C2PA) ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i7 (11th Gen),Intel Iris Xe,16GB,1TB,1.41 Kg,Yes,Yes,"Rs. 79,990"
1645,Dell 5620 (D552250WIN9S) (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),1920 x 1200 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.91 Kg,Yes,,"Rs. 65,990"
1646,Asus GZ301ZC-LD123WS ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,13.4 inch(34.04 cm),1920 x 1200 pixels,Yes,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3050,16GB,512GB,1.18 Kg,"Yes, 8 MP",,"Rs. 1,22,990"
1647,Asus G513RS-HQ024WS ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,AMD Octa-Core Ryzen 9,NVIDIA GeForce RTX 3080,16GB,1TB,2.30 Kg,,,"Rs. 1,71,000"
1648,Dell X14 R1 (D569937WIN9) ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11,14 inch(35.56 cm),1920 x 1600 pixels,No,Intel Core i5 (12th Gen),NVIDIA GeForce RTX 3050,16GB,512GB,,Yes,,"Rs. 1,54,990"
1649,Asus GV301RE-LJ199WS ( 32GB 1TB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,13.4 inch(34.04 cm),1920 x 1080 pixels,Yes,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050 Ti,32GB,1TB,1.30 Kg,Yes,Yes,"Rs. 1,38,990"
1650,HP 16-C0138AX (4A3E3PA) ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16.1 inch(40.89 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050 Ti,16GB,512GB,2.32 Kg,Yes,,"Rs. 87,390"
1651,Asus GZ301ZA-LD049WS (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.4 inch(34.04 cm),1920 x 1200 pixels,Yes,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.12 Kg,"Yes, 8 MP",,"Rs. 89,990"
1652,Asus GA503RS-HQ027WS ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),2560 x 1440 pixels,No,AMD Octa-Core Ryzen 9,NVIDIA GeForce RTX 3080,16GB,1TB,1.90 Kg,Yes,,"Rs. 1,91,990"
1653,Asus GV601RE-M6012WS ( 16GB 1TB SSD 4GB Graphics Windows 11) Laptop,Windows 11,16 inch(40.64 cm),2560 x 1600 pixels,Yes,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050 Ti,16GB,1TB,2 Kg,Yes,,"Rs. 1,51,990"
1654,Microsoft Surface Pro 7 Plus (TFM-00013) (Intel Core i3 (11th Gen) 8GB 128GB SSD Windows 11) Laptop,Windows 11,12.3 inch(31.24 cm),2736 x 1824 pixels,Yes,Intel Core i3 (11th Gen),Intel Integrated,8GB,128GB,1.66 Kg,Yes,,"Rs. 83,999"
1655,Lenovo Gaming 3 15IHU6 (82K101A4IN) ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce GTX 1650,8GB,512GB,2.35 Kg,Yes,,"Rs. 59,990"
1656,Lenovo Gaming 3 (82K201UKIN) ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050,8GB,512GB,2.2 Kg,Yes,,"Rs. 70,990"
1657,Dell 3400 (D552191WIN9D) (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,256GB,1.59 Kg,Yes,,"Rs. 42,907"
1658,HP 16-e0361ax ( 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16.1 inch(40.89 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3060,16GB,512GB,2.48 Kg,Yes,,"Rs. 95,990"
1659,MSI 12UHS-218IN (Intel Core i7 (12th Gen) 32GB 2TB SSD 16GB Graphics Windows 11) Laptop,Windows 11,17.3 inch(43.94 cm),3840 x 2160 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3080Ti,32GB,2TB,2.38 Kg,Yes,,"Rs. 4,14,990"
1660,Asus FX517ZM-HQ042WS ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3060,16GB,1TB,2 Kg,Yes,,"Rs. 1,42,990"
1661,Asus GX650RXZ-LS228WS ( 32GB 2TB SSD 16GB Graphics Windows 11) Laptop,Windows 11,16 inch(40.64 cm),1920 x 1200 pixels,Yes,AMD Octa-Core Ryzen 9,NVIDIA GeForce RTX 3080 Ti,32GB,2TB,2.50 Kg,Yes,,"Rs. 3,61,990"
1662,Asus GX650RM-LS019WS ( 32GB 2TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),1920 x 1200 pixels,Yes,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3060,32GB,2TB,2.50 Kg,Yes,,"Rs. 1,81,938"
1663,Asus FX506LHB-HN357W ( 8GB 1TB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (10th Gen),NVIDIA GeForce GTX 1650,8GB,1TB,,Yes,,"Rs. 62,228"
1664,Asus X415FA-BV341WS ( 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1366 x 768 pixels,No,Intel Core i3 (10th Gen),Intel UHD,8GB,256GB,,Yes,Yes,"Rs. 31,990"
1665,HP 16-e0362ax (552X3PA) ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16.1 inch(40.89 cm),2560 x 1440 pixels,,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3060,16GB,1TB,2.48 Kg,Yes,,"Rs. 1,19,990"
1666,HP 14s-ef1001tu (510L4PA) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel UHD,8GB,512GB,1.49 Kg,Yes,No,"Rs. 59,999"
1667,Asus OLED S3502ZA-L702WS (Intel Core i7 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,1.8 Kg,Yes,Yes,"Rs. 85,540"
1668,Asus GX650RXZ-LO227WS ( 32GB 2TB SSD 16GB Graphics Windows 11) Laptop,Windows 11,16 inch(40.64 cm),2560 x 1600 pixels,Yes,AMD Octa-Core Ryzen 9,NVIDIA GeForce RTX 3080 Ti,32GB,2TB,2.60 Kg,Yes,,"Rs. 3,91,990"
1669,Microsoft Surface Go 2 (8QF-00046) (Intel Core i5 (11th Gen) 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,12.4 inch(31.5 cm),1536 x 1024 pixels,Yes,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,256GB,1.12 Kg,Yes,,"Rs. 74,890"
1670,Microsoft Surface Go 2 (8QC-00021) (Intel Core i5 (11th Gen) 8GB 128GB SSD Windows 11) Laptop,Windows 11 Home Basic,12.4 inch(31.5 cm),1536 x 1024 pixels,Yes,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,128GB,1.12 Kg,Yes,,"Rs. 68,499"
1671,Asus GV301RC-LJ022WS ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,13.4 inch(34.04 cm),1920 x 1200 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050,16GB,1TB,1.3 Kg,Yes,Yes,"Rs. 1,27,990"
1672,Asus GA402RK-L8148WS ( 32GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1600 pixels,No,AMD Octa-Core Ryzen 9,NVIDIA GeForce RX 6800S,32GB,1TB,1.72 Kg,Yes,,"Rs. 1,76,990"
1673,HP 15s-fr2514TU (6N052PA) (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,256GB,1.89 Kg,Yes,,"Rs. 36,990"
1674,Asus GV301RA-LI030WS ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,13.4 inch(34.04 cm),3840 x 2400 pixels,Yes,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,1TB,1.30 Kg,Yes,Yes,"Rs. 2,09,990"
1675,Asus GV301RE-LI201WS ( 32GB 1TB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,13.4 inch(34.04 cm),3840 x 2400 pixels,Yes,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050 Ti,32GB,1TB,1.30 Kg,Yes,Yes,"Rs. 1,57,900"
1676,Dell 5410 (D560629WIN9S) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,Yes,Intel Core i7 (11th Gen),Intel Iris Xe,16GB,512GB,1.5 Kg,Yes,Yes,"Rs. 1,04,500"
1677,Asus FA707RM-HX018W ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3060,16GB,1TB,2.60 Kg,Yes,,"Rs. 1,25,990"
1678,Lenovo E14 (20TAS18U00) (Intel Core i3 (11th Gen) 4GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,4GB,256GB,1.59 Kg,Yes,Yes,"Rs. 49,900"
1679,Asus UX363EA-HP562WS (Intel Core i5 (11th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),1920 x 1080 pixels,Yes,Intel Core i5 (11th Gen),Intel Iris Xe,16GB,512GB,1.30 Kg,Yes,,"Rs. 87,990"
1680,HP 15s-fq2674TU (6N047PA) (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.7 Kg,Yes,,"Rs. 40,990"
1681,HP 15s-fq2672TU (6N045PA) (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.7 Kg,Yes,,"Rs. 39,990"
1682,HP 15s-dr3506TU (6N038PA) (Intel Core i3 (11th Gen) 8GB 1TB256GB SSD HDD Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,1TB,1.75 Kg,Yes,,"Rs. 40,990"
1683,Asus UM5302TA-LX702WS ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),2880 x 1800 pixels,Yes,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,1TB,1.10 Kg,Yes,Yes,"Rs. 1,14,990"
1684,Dell 7420 (D560778WIN9S) (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,Yes,Intel Core i5 (12th Gen),Intel UHD,8GB,512GB,1.85 Kg,Yes,Yes,"Rs. 74,490"
1685,Microsoft Surface Pro 7 Plus (TFN-00013) (Intel Core i5 (11th Gen) 8GB 128GB SSD Windows 11) Laptop,Windows 11 Home Basic,12.3 inch(31.24 cm),2736 x 1824 pixels,Yes,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,128GB,1.66 Kg,Yes,,"Rs. 87,499"
1686,Asus X415EA-EK302WS (Intel Core i3 (11th Gen) 4GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,4GB,256GB,1.6 Kg,Yes,No,"Rs. 45,490"
1687,Asus X515EA-BQ312WS ( 8GB 256GB SSD Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,256GB,1.8 Kg,Yes,,"Rs. 36,500"
1688,Dell 15 3511 (D560612WIN9BE) (Intel Core i3 (10th Gen) 8GB 1TB HDD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (10th Gen),Intel UHD,8GB,1TB,1.8 Kg,Yes,No,"Rs. 37,990"
1689,Apple MacBook Pro 16 (Intel Core i7 (9th Gen) 16GB 1TB SSD 4GB Graphics macOS Catalina) Laptop,macOS Catalina,16 inch(40.64 cm),3072 x 1920 pixels,No,Intel Core i7 (9th Gen),AMD Radeon Pro 5500M,16GB,1TB,2 Kg,Yes,No,"Rs. 2,33,994"
1690,Asus E410KA-EK101WS ( 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,14.1 inch(35.81 cm),1920 x 1080 pixels,No,Intel Pentium Quad-Core,Intel Integrated UHD,8GB,256GB,2.10 Kg,Yes,,"Rs. 33,790"
1691,Asus FA777RE-HX024WS ( 16GB 1TB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050,16GB,1TB,2.60 Kg,Yes,,"Rs. 1,17,990"
1692,HP 14-eg0008QU (5Z6T9PA) ( 8GB Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Qualcomm Snapdragon Octa-Core,Qualcomm Adreno 618 GPU,8GB,,1.46 Kg,Yes,,"Rs. 45,671"
1693,Asus M7400QE-KM046TS ( 8GB 1TB SSD 4GB Graphics Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),2880 x 1800 pixels,No,AMD Octa-Core Ryzen 9,NVIDIA GeForce RTX 3050,8GB,1TB,1.45 Kg,Yes,No,"Rs. 1,09,990"
1694,Asus OLED UM5302TA-LX501WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),2880 x 1800 pixels,Yes,AMD Hexa-Core Ryzen 5,AMD Radeon,16GB,512GB,1.10 Kg,Yes,Yes,"Rs. 99,990"
1695,Dell 13 Plus 9320 (D560073WIN9S) (Intel Core i7 (12th Gen) 16GB 1TB SSD Windows 11 Pro) Laptop,Windows 11 Professional,13.4 inch(34.04 cm),3840 x 2400 pixels,Yes,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,1TB,1.24 Kg,Yes,Yes,"Rs. 1,94,990"
1696,Dell 13 Plus 9320 (D560072WIN9S) (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11 Pro) Laptop,Windows 11 Professional,13.4 inch(34.04 cm),3840 x 2400 pixels,Yes,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.24 Kg,Yes,Yes,"Rs. 1,73,990"
1697,Acer SF514-55TA (NX.A6SSI.005) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,Yes,Intel Core i5 (11th Gen),Intel Integrated Iris Xe,8GB,512GB,1.05 Kg,Yes,Yes,"Rs. 74,990"
1698,Dell 3511 (D560509WIN9S) ( 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel UHD,8GB,512GB,1.85 Kg,Yes,,"Rs. 49,990"
1699,LG 17Z90Q-G.AJ56A2 (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,17 inch(43.18 cm),2560 x 1600 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,8GB,512GB,2.5 Kg,Yes,,"Rs. 1,01,299"
1700,LG 17Z90Q-G.AH76A2 (Intel Core i7 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11,17 inch(43.18 cm),2560 x 1600 pixels,No,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,2.5 Kg,Yes,,"Rs. 1,05,590"
1701,LG 14Z90Q-G.AJ56A2 (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1200 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,8GB,512GB,1.9 Kg,Yes,,"Rs. 89,990"
1702,LG 16Z90Q-G.AJ54A2 (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11,16 inch(40.64 cm),2560 x 1600 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,8GB,512GB,2.25 Kg,Yes,,"Rs. 87,990"
1703,HP 17-cn0025nr (4X573UA) ( 8GB 256GB SSD Windows 11) Laptop,Windows 11,17 inch(43.18 cm),1600 x 900 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,256GB,2.05 Kg,Yes,,"Rs. 99,403"
1704,MSI A11UCT-085IN ( 16GB 1TB SSD 4GB Graphics Windows 10) Laptop,Windows 10,16 inch(40.64 cm),2560 x 1600 pixels,Yes,Intel Core i7 (11th Gen),NVIDIA GeForce RTX 3050,16GB,1TB,2 Kg,Yes,Yes,"Rs. 1,72,935"
1705,Acer SF514-55TA (NX.A6SSI.002) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,512GB,1.05 Kg,Yes,No,"Rs. 74,490"
1706,Asus K15 OLED 90NB0SG3-M43720 (Intel Core i5 (11th Gen) 8GB 1TB256GB SSD HDD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,1TB,1.80 Kg,Yes,Yes,"Rs. 55,990"
1707,Acer A315-58-39RG (NX.ADDSI.00A) (Intel Core i3 (11th Gen) 4GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,4GB,256GB,1.7 Kg,Yes,No,"Rs. 35,800"
1708,Lenovo V15 (82C30052IH) (Intel Celeron Dual Core 4GB 1TB HDD Windows 10) Laptop,Windows 10 Home Basic,15 inch(38.1 cm),1920 x 1080 pixels,No,Intel Celeron Dual-Core,Intel UHD,4GB,1TB,1.85 Kg,Yes,No,"Rs. 30,990"
1709,Lenovo TB13s ITL Gen 2 (20V9A05KIH) (Intel Core i5 (11th Gen) 8GB 1TB SSD Windows 10) Laptop,Windows 10 Home Basic,15 inch(38.1 cm),2560 x 1600 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,1TB,1.26 Kg,Yes,No,"Rs. 68,500"
1710,Asus G513RM-HQ271WS ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2560 x 1440 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3060,16GB,1TB,2.30 Kg,,,"Rs. 1,19,990"
1711,Lenovo 16ITH6H (82JD005KIN) ( 16GB 6GB Graphics Windows 11) Laptop,Windows 11,16 inch(40.64 cm),2560 x 1440 pixels,No,Intel Core i7 (11th Gen),NVIDIA GeForce RTX 3060,16GB,1TB,2.3 Kg,Yes,No,"Rs. 1,23,890"
1712,Microsoft Surface Pro 8 (8PV-00029) (Intel Core i7 (11th Gen) 16GB 256GB SSD Windows 11) Laptop,Windows 11,13 inch(33.02 cm),2880 x 1920 pixels,Yes,Intel Core i7 (11th Gen),Intel Iris Xe,16GB,256GB,1.94 Kg,Yes,,"Rs. 1,52,890"
1713,MSI 11UE-631IN ( 16GB 1TB SSD 6GB Graphics Windows 10) Laptop,Windows 10,17.3 inch(43.94 cm),2560 x 1440 pixels,No,Intel Core i7 (11th Gen),NVIDIA GeForce RTX 3060,16GB,1TB,2.45 Kg,Yes,,"Rs. 1,88,000"
1714,Dell 15 3501 (D560444WIN9S) (Intel Core i3 (11th Gen) 4GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,4GB,512GB,1.83 Kg,Yes,No,"Rs. 39,999"
1715,HP x360 13-ef0053TU (6K7X3PA) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.5 inch(34.29 cm),3000 x 2000 pixels,Yes,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,1.36 Kg,"Yes, 5 MP",Yes,"Rs. 1,31,500"
1716,Samsung 2 Pro 360 13 (Intel Core i7 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),1920 x 1080 pixels,Yes,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,1.04 Kg,Yes,Yes,"Rs. 1,13,990"
1717,Asus X Space Edition UX5401ZAS-KN711WS ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2880 x 1800 pixels,Yes,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,1TB,1.40 Kg,Yes,Yes,"Rs. 1,56,990"
1718,Samsung 2 360 13.3 (Intel Core i7 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),1920 x 1080 pixels,Yes,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,1.16 Kg,Yes,Yes,"Rs. 1,05,990"
1719,Samsung 2 360 13.3 (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),1920 x 1080 pixels,Yes,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.16 Kg,Yes,Yes,"Rs. 94,990"
1720,HP 240 G8 53L43PA (Intel Core i3 (10th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10,14.1 inch(35.81 cm),1920 x 1080 pixels,No,Intel Core i3 (10th Gen),Intel Integrated Intel HD,8GB,512GB,1.98 Kg,,,"Rs. 44,999"
1721,Asus G713RW-LL133WS ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),2560 x 1440 pixels,No,AMD Octa-Core Ryzen 9,NVIDIA GeForce RTX 3070 Ti,16GB,1TB,2.90 Kg,,,"Rs. 1,41,990"
1722,Samsung 2 Pro 360 15 ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,Yes,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,1.41 Kg,Yes,Yes,"Rs. 1,24,990"
1723,Samsung 2 Pro 360 13 ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),1920 x 1080 pixels,Yes,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.04 Kg,Yes,Yes,"Rs. 1,07,990"
1724,Asus OLED UM5302TA-LX701WS ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),2880 x 1800 pixels,Yes,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,1TB,1.10 Kg,Yes,Yes,"Rs. 1,26,499"
1725,Lenovo (82H802FAIN) (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel Integrated,8GB,256GB,1.65 Kg,Yes,,"Rs. 37,990"
1726,Asus OLED UM5302TA-LX502WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),2880 x 1800 pixels,Yes,AMD Hexa-Core Ryzen 5,AMD Radeon,16GB,512GB,1.10 Kg,Yes,Yes,"Rs. 1,02,500"
1727,Lenovo E14 (20TAS13N00) (Intel Core i5 (11th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,,Intel Core i5 (11th Gen),Intel Iris Xe,16GB,512GB,1.59 Kg,Yes,Yes,"Rs. 84,799"
1728,HP x360 14-dy1013TU (533U2PA) ( 16GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,Yes,Intel Core i7 (11th Gen),Intel Integrated Iris Xe,16GB,512GB,1.52 Kg,Yes,Yes,"Rs. 89,999"
1729,Dell 3525 (D560782WIN9S) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon,8GB,512GB,1.68 Kg,Yes,,"Rs. 63,500"
1730,Lenovo E14 Gen 2 (20TAS14A00) (Intel Core i3 (11th Gen) 8GB 256GB SSD ) Laptop,DOS,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,256GB,1.59 Kg,Yes,,"Rs. 48,800"
1731,HP 15-EG2019TX (6D4K3PA) ( 16GB 512GB SSD 2GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),NVIDIA GeForce MX550,16GB,512GB,2.29 Kg,Yes,Yes,"Rs. 84,150"
